Name,Cuisine,Coordinate
Imm Thai Kitchen,Vegetarian;Seafood;$10 Lunch;Desserts;Noodle Shop;Dessert;Fait-maison;Poulet;Nouilles;Fruits de mer;Thaïlandais;Végétarien;Chicken;Thai;Homemade;Diner 10$;International,"(43.6548267, -79.4159458)"
Imonay,Coréen;Vegetarian;Seafood;Korean;Sushis;Noodle Shop;Nouilles;Poulet;Fruits de mer;Végétarien;Chicken;Sushi;International,"(43.66402403453305, -79.41578076441806)"
Impact Kitchen,Café/Thé;Breakfast & Brunch;Sans gluten;Vegetarian;Organic;Smoothies;Santé;Desserts;Dessert;Vegan;Locally Sourced;Gluten Friendly;Sensible au gluten;Gluten Free;Traiteur;Source locale;Végétarien;Déjeuner et brunch;Coffee/Tea;Catering;Végétalien;Biologique;Healthy,"(43.6410825, -79.3787196)"
Impact Kitchen,Sandwichs et sous-marins;Gauffres;Waffles;Café/Thé;Breakfast & Brunch;Vegetarian;Organic;Smoothies;Santé;Desserts;Dessert;Vegan;Fait-maison;Gluten Friendly;Sensible au gluten;Végétarien;Déjeuner et brunch;Coffee/Tea;Sandwiches & Subs;Végétalien;Biologique;Healthy;Homemade,"(43.6821565, -79.3918834)"
Impact Kitchen,Sandwichs et sous-marins;Gauffres;Waffles;Café/Thé;Breakfast & Brunch;Vegetarian;Organic;Smoothies;Santé;Desserts;Dessert;Vegan;Fait-maison;Gluten Friendly;Sensible au gluten;Végétarien;Déjeuner et brunch;Coffee/Tea;Sandwiches & Subs;Végétalien;Biologique;Healthy;Homemade,"(43.6560714, -79.3570281)"
Impact Kitchen,Café/Thé;Breakfast & Brunch;Sans gluten;Vegetarian;Organic;Smoothies;Santé;Desserts;Dessert;Vegan;Locally Sourced;Gluten Friendly;Sensible au gluten;Gluten Free;Traiteur;Source locale;Végétarien;Déjeuner et brunch;Coffee/Tea;Catering;Végétalien;Biologique;Healthy,"(43.6463879, -79.3979215)"
Imperfect Fresh Eats,Vegetarian;Seafood;Santé;Asiatique;Asian;Vegan;Lunch;Locally Sourced;Fait-maison;Poulet;Fruits de mer;Source locale;Végétarien;Chicken;Fusion;Végétalien;Dîner;Healthy;Homemade,"(43.6477265, -79.39197519999999)"
InNutrition,Boulangerie/Pâtisserie;Bakery,"(43.57691750254666, -79.65246462142636)"
Incheon House,Nouilles;Coréen;Chinese;Sushis;Korean;Sushi;Chinois;Noodle Shop;Asiatique;Asian;International,"(43.7865814, -79.2755746)"
India 360,Café/Thé;Vegetarian;Seafood;Santé;Desserts;Dessert;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Coffee/Tea;Indien;Healthy;International,"(43.8213424, -79.2463043)"
India's Taste,Vegetarian;Smoothies;$10 Lunch;Santé;Desserts;Dessert;Fait-maison;Poulet;Indian;Végétarien;Chicken;Indien;Healthy;Homemade;Diner 10$;International,"(43.8247265, -79.3395006)"
Indian Biriyani House,BBQ;Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Barbecue;Indien;International,"(43.6549815, -79.3865237)"
Indian Crown,Fait-maison;Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Indien;Homemade,"(43.76014043611155, -79.4120380799011)"
Indian Cuisine by the Lake,Poulet;Vegetarian;Indian;Végétarien;Chicken;Indien;International,"(43.5524836, -79.5849524)"
Indian Grill,Vegetarian;Ice Cream & Frozen Treats;Seafood;Poulet;Crèmerie;Fruits de mer;Indian;Ben & Jerry's;Halal;Végétarien;Chicken;Indien;International,"(43.6465853679, -79.4197793429)"
Indian Kitchen,Vegetarian;Seafood;$10 Lunch;Desserts;Dessert;Fait-maison;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Indien;Homemade;Diner 10$;International,"(43.7010612, -79.3969887)"
Indian Kitchen,Vegetarian;Seafood;$10 Lunch;Desserts;Dessert;Fait-maison;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Indien;Homemade;Diner 10$;International,"(43.6486829, -79.3973288)"
Indian Kitchen,Vegetarian;Seafood;$10 Lunch;Desserts;Dessert;Fait-maison;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Indien;Homemade;Diner 10$;International,"(43.6414885, -79.4332253)"
Indian Kitchen,Vegetarian;Seafood;$10 Lunch;Desserts;Dessert;Fait-maison;Poulet;Fruits de mer;Indian;Végétarien;Chicken;Indien;Homemade;Diner 10$;International,"(43.6418651, -79.4112192)"
Indian Kitchen,Seafood;$10 Lunch;Desserts;Dessert;Vegan;Fait-maison;Poulet;Gluten Friendly;Fruits de mer;Sensible au gluten;Indian;Chicken;Végétalien;Indien;Homemade;Diner 10$;International,"(43.642138, -79.37579)"
Indian Roti House,Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Halal;Végétarien;Chicken;Indien;International,"(43.6391995, -79.3855473)"
Indian Roti House,Poulet;Fruits de mer;Vegetarian;Seafood;$10 Lunch;Indian;Halal;Végétarien;Chicken;Indien;Diner 10$;International,"(43.66444416119486, -79.38028313988116)"
Indian Spice Room,Café/Thé;Burgers;$10 Lunch;Indian;Coffee/Tea;Desserts;Hamburgers;Indien;Dessert;Végétalien;Diner 10$;Vegan,"(43.6587215, -79.3493279)"
Indian Street Food Co.,Poulet;Middle Eastern;Vegetarian;Indian;Végétarien;Chicken;Indien;Moyen-Oriental;International,"(43.708002, -79.375814)"
Insomnia,Sandwichs et sous-marins;Canadian;Breakfast & Brunch;Burgers;Canadien;Déjeuner et brunch;Sandwiches & Subs;Desserts;Hamburgers;Dessert,"(43.6650421, -79.4107779)"
Inspire,Coréen;Canadian;Breakfast & Brunch;Burgers;Seafood;Korean;Asiatique;Asian;BBQ;Souper;Fruits de mer;Pub Food;Bistro;Canadien;Diner;Déjeuner et brunch;Barbecue;Hamburgers;Fusion,"(43.879228235424726, -79.26136966864777)"
Iqbal Kebab & Sweet Centre,BBQ;Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Barbecue;Indien;International,"(43.70610754587822, -79.35182082342078)"
Iqbal Kebab & Sweet Centre,BBQ;Poulet;Fruits de mer;Vegetarian;Seafood;Indian;Végétarien;Chicken;Barbecue;Indien;International,"(43.773715, -79.3407029)"
Irish Times,Italian;Burgers;Seafood;Français;Desserts;Dessert;French;Wings;Ailes;Pub Food;Bistro;Hamburgers;Pâtes;Sandwichs et sous-marins;Breakfast & Brunch;Poisson-frites;Fait-maison;Poulet;Fruits de mer;Fish and Chips;Chicken;Déjeuner et brunch;Pasta;Sandwiches & Subs;Homemade;Italien,"(43.830512689, -79.0829336116)"
Iron Chef Japanese Steak House Asian Cuisine,Japonais;Fruits de mer;Seafood;Sushis;Sushi;Steakhouse;Japanese;Asiatique;Asian,"(43.62574869033068, -79.63092108553326)"
Iron Rooster,Sandwichs et sous-marins;Fast Food;Asiatique;Asian;Wings;Poulet;Ailes;Chinese;Chicken;Prêt-à-manger;Sandwiches & Subs;Chinois;International,"(43.6558613, -79.3988974)"
Irresistible Cakes,Fait-maison;Boulangerie/Pâtisserie;Bakery;Desserts;Dessert;Homemade,"(43.7693288, -79.5538751)"
Island Mix Restaurant & Lounge,Seafood;Noodle Shop;Fait-maison;Wings;Poulet;Nouilles;Fruits de mer;Ailes;Chinese;Halal;Chicken;Chinois;Homemade;International,"(43.8349184742, -79.0700488516)"
Island Mix Restaurant & Lounge,Seafood;Noodle Shop;Fait-maison;Wings;Nouilles;Poulet;Fruits de mer;Ailes;Indian;Chinese;Halal;Chicken;Chinois;Fusion;Indien;Homemade;International,"(43.82793146211453, -79.53821161244201)"
Island Oasis,Smoothies;Santé;Healthy;International,"(43.7447453, -79.2959512)"
Island Palace,Poulet;Fruits de mer;Breakfast & Brunch;Fish and Chips;Poisson-frites;Seafood;Chicken;Déjeuner et brunch;International,"(43.603970841, -79.5905527944)"
Island Spice Flava,BBQ;Fait-maison;Poulet;Fruits de mer;Seafood;Santé;Chicken;Barbecue;Caribbean;Homemade;Healthy;Caribéen,"(43.787043, -79.2573803)"
Island Taste,Fait-maison;Poulet;Fruits de mer;Seafood;Chicken;Caribbean;Homemade;Caribéen,"(43.6952281, -79.7348611)"
Islas Filipino BBQ & Bar,BBQ;Fait-maison;Wings;Poulet;Ailes;Chicken;Barbecue;Desserts;Asiatique;Dessert;Asian;Homemade,"(43.6392523, -79.4446092)"
Issmi Japanese Restaurant,Japonais;Poulet;Fruits de mer;Seafood;Sushis;Chicken;Sushi;Japanese;Asiatique;Asian,"(43.7352457, -79.4201516)"
Istanbul Shawarma,Poulet;Middle Eastern;Vegetarian;Burgers;$10 Lunch;Végétarien;Chicken;Hamburgers;Moyen-Oriental;Diner 10$;International,"(43.6568073, -79.4071148)"
Istar Restaurant,Seafood;Asiatique;Asian;African;Fait-maison;Poulet;Middle Eastern;Fruits de mer;Africain;Halal;Chicken;Moyen-Oriental;Fusion;Homemade;International,"(43.697141, -79.5439671)"
Italtable,Sandwichs et sous-marins;Italian;Café/Thé;Vegetarian;Desserts;Dessert;Lunch;Poulet;Végétarien;Chicken;Coffee/Tea;Pasta;Sandwiches & Subs;Dîner;Italien;International;Pâtes,"(43.7002768, -79.4685428)"
Ivy Castle,Espagnol;Poulet;Fruits de mer;Seafood;Spanish;Santé;Chicken;Pasta;Healthy;Pâtes,"(43.6246231, -79.5666217)"
JC's Grill House,Sandwichs et sous-marins;Breakfast & Brunch;Fast Food;Pizza;Souper;Poulet;Pub Food;Bistro;Diner;Chicken;Déjeuner et brunch;Prêt-à-manger;Sandwiches & Subs,"(43.6425884, -79.62902450000001)"
JOLT Coffee Pastries & Pizza,Pizza;Fait-maison;Café/Thé;Coffee/Tea;Desserts;Dessert;Homemade,"(43.6641787, -79.3801067)"
Ja-Hut Foods,Canadian;Canadien,"(43.74782504718155, -79.41480470422971)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Burgers;Exclusive;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Végétarien;Chicken;Sandwiches & Subs;Hamburgers;Homemade,"(43.8466958617, -79.3754379093)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.766977, -79.412068)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7345416351, -79.3436855386)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7774739206, -79.2544885497)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.6705716, -79.3866601)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7868095, -79.5448515)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.5932822, -79.6492018)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.8379883205, -79.0866475534)"
Jack Astor's Bar & Grill,Canadian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Wings;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Végétarien;Prix des restos 2019;Hamburgers;International;Sandwichs et sous-marins;Vegetarian;Souper;Fait-maison;Poulet;Canadien;Chicken;Sandwiches & Subs;Restaurant Award 2019;Homemade,"(43.5161596, -79.6896305)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.6893282, -79.5843113)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.6141780171, -79.5602961614)"
Jack Astor's Bar & Grill,Sandwichs et sous-marins;Canadian;Vegetarian;Exclusive;Burgers;Desserts;Exclusivité;Dessert;Souper;Fait-maison;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7084135, -79.7342617)"
Jacquot Restaurant,Fait-maison;Wings;Poulet;Breakfast & Brunch;Ailes;Santé;Chicken;Déjeuner et brunch;Homemade;Healthy;International,"(43.6895632, -79.4766505)"
Jake's on Main,Canadian;Burgers;Seafood;BBQ;Wings;Gluten Friendly;Sensible au gluten;Ailes;Tacos;Pub Food;Bistro;Végétarien;Barbecue;Hamburgers;Pâtes;Sandwichs et sous-marins;Vegetarian;Poisson-frites;Pizza;Fait-maison;Poulet;Fruits de mer;Fish and Chips;Canadien;Chicken;Pasta;Sandwiches & Subs;Homemade,"(43.8680873, -79.31271029999999)"
Jam House Seafood Restaurant,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;BBQ;Poulet;Nouilles;Fruits de mer;Chinese;Végétarien;Chicken;Barbecue;Chinois;International,"(43.6111091, -79.5844563)"
Jamaica Way,BBQ;Poulet;Crèmerie;Fruits de mer;Ice Cream & Frozen Treats;Seafood;Chicken;Barbecue;International,"(43.6972249592, -79.4942645617)"
Jane Pizza and Wings,Pizza;Poulet;Fast Food;Chicken;Prêt-à-manger,"(43.706443, -79.5051085)"
Japan Eats,Japonais;Fruits de mer;Seafood;Sushis;Sushi;Dîner;Japanese;Asiatique;Asian;International;Lunch,"(43.7603729, -79.4111154)"
Japan Sushi,Vegetarian;Exclusive;Seafood;Sushis;Exclusivité;Japanese;Asiatique;Asian;Japonais;Fruits de mer;Végétarien;Sushi;Prix des restos 2019;Restaurant Award 2019;International,"(43.6655822, -79.4095666)"
Japango,Seafood;Sushis;Santé;Noodle Shop;Japanese;Asiatique;Asian;Japonais;Fait-maison;Nouilles;Fruits de mer;Thaïlandais;Sushi;Thai;Fusion;Healthy;Homemade;International,"(43.655066, -79.38529699999998)"
Japanhako,Vegetarian;Seafood;Sushis;Noodle Shop;Japanese;Asiatique;Asian;Japonais;Poulet;Nouilles;Fruits de mer;Végétarien;Chicken;Sushi;International,"(43.6638646, -79.4179249)"
Jasmin Sandwich,Sandwichs et sous-marins;Fait-maison;Poulet;Burgers;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Hamburgers;Homemade;International,"(43.7915279, -79.4184324)"
Jatujak,Vegetarian;Noodle Shop;Asiatique;Asian;Souper;Fait-maison;Poulet;Nouilles;Thaïlandais;Diner;Végétarien;Chicken;Thai;Homemade;International,"(43.6885246, -79.2701701)"
Jatujak,Vegetarian;Noodle Shop;Asiatique;Asian;Souper;Fait-maison;Poulet;Nouilles;Thaïlandais;Diner;Végétarien;Chicken;Thai;Homemade;International,"(43.7360866, -79.3079392)"
Jatujak Thai Cuisine,Wings;Poulet;Nouilles;Fruits de mer;Thaïlandais;Ailes;Seafood;Chicken;Thai;Noodle Shop;Asiatique;Asian,"(43.831893148853624, -79.26680703837587)"
Jawny Bakers,Burgers;Seafood;$10 Lunch;BBQ;Sensible au gluten;Ailes;Tacos;Gluten Free;Barbecue;Hamburgers;Pâtes;Sandwichs et sous-marins;Gauffres;Waffles;Breakfast & Brunch;Bakery;Européen;European;Fruits de mer;Fish and Chips;Diner;Chicken;Déjeuner et brunch;Sandwiches & Subs;Fusion;Diner 10$;Family Meals;Repas Familial;Italian;Canadian;Sans gluten;Wings;Gluten Friendly;Pub Food;Bistro;Steakhouse;International;Mexican;Mexicain;Poisson-frites;Fast Food;Souper;Fait-maison;Poulet;Boulangerie/Pâtisserie;Canadien;Pasta;Prêt-à-manger;Homemade;Italien,"(43.7057459, -79.3129934)"
Jeon Ju Hyang,Coréen;Seafood;Korean;Sushis;Noodle Shop;Asiatique;Asian;Fait-maison;Wings;Poulet;Nouilles;Fruits de mer;Ailes;Chicken;Sushi;Homemade,"(43.816191, -79.2933394)"
Jerk Jerks,BBQ;Fait-maison;Poulet;Boulangerie/Pâtisserie;Canadian;Fruits de mer;Seafood;Bakery;Canadien;Chicken;Barbecue;Homemade,"(43.6904052, -79.49950860000001)"
Jerk King,Poulet;Fruits de mer;Vegetarian;Seafood;Végétarien;Chicken;International,"(43.6654348, -79.4108783)"
Jerk King,Poulet;Fruits de mer;Vegetarian;Seafood;Végétarien;Chicken;International,"(43.65396221153202, -79.39055530000002)"
Jerk King,Poulet;Fruits de mer;Vegetarian;Seafood;Végétarien;Chicken;International,"(43.760171509, -79.4109467779)"
Jerk Paradise,Sandwichs et sous-marins;Vegetarian;Burgers;Poisson-frites;Caribéen;Lunch;Fait-maison;Poulet;Fish and Chips;Traiteur;Végétarien;Chicken;Sandwiches & Subs;Caribbean;Hamburgers;Catering;Dîner;Homemade;International,"(43.6621453, -79.3667363)"
Jerkland,Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Canadian;Canadien;Halal;Chicken;Moyen-Oriental;Homemade,"(43.6495772, -79.3652122)"
Jessy's Pizza Toronto,Sandwichs et sous-marins;Canadian;Vegetarian;Burgers;Poisson-frites;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Pitas;Sensible au gluten;Ailes;Fish and Chips;Pub Food;Bistro;Canadien;Chicken;Végétarien;Sandwiches & Subs;Hamburgers;Donair;International,"(43.6538251, -79.4511406)"
Jin's Mi-Fen,Nouilles;Poulet;Chinese;Chicken;Chinois;Noodle Shop;International,"(43.7782228, -79.414869)"
Jmaq BBQ Vietnamese Sandwich Bubble Tea,Sandwichs et sous-marins;Café/Thé;Vegetarian;Desserts;Asiatique;Dessert;Asian;BBQ;Fait-maison;Poulet;Vietnamese;Végétarien;Chicken;Coffee/Tea;Barbecue;Sandwiches & Subs;Vietnamien;Donair;Homemade;International,"(43.6895048, -79.7390478)"
Joe & Lin Restaurant,Café/Thé;Seafood;$10 Lunch;Noodle Shop;Fait-maison;Wings;Nouilles;Poulet;Fruits de mer;Ailes;Chinese;Chicken;Coffee/Tea;Chinois;Homemade;Diner 10$,"(43.7309408, -79.2750733)"
John Anderson Hamburgers,Sandwichs et sous-marins;Hot dogs et saucisses;American;Burgers;Poisson-frites;Grec;Fait-maison;Poulet;Pitas;Fish and Chips;Hot Dogs & Sausages;Chicken;Sandwiches & Subs;Hamburgers;Américain;Greek;Homemade,"(43.7886606, -79.3307811)"
Johnny Custard,Ice Cream;Gauffres;Waffles;Café/Thé;Canadian;Ice Cream & Frozen Treats;Bakery;Desserts;Dessert;Boulangerie/Pâtisserie;Crèmerie;Canadien;Crème glacée;Coffee/Tea,"(43.7441494, -79.297816)"
Johnny G's Cafe,Sandwichs et sous-marins;Gauffres;Waffles;Café/Thé;American;Breakfast & Brunch;Burgers;Poisson-frites;$10 Lunch;Fait-maison;Poulet;Fish and Chips;Chicken;Déjeuner et brunch;Coffee/Tea;Pasta;Sandwiches & Subs;Hamburgers;Américain;Homemade;Diner 10$;Pâtes,"(43.6645308, -79.3682337)"
Johnny's Poutine,Fait-maison;Wings;Canadian;Ailes;Canadien;Pasta;Homemade;Pâtes,"(43.6567495, -79.3646685)"
Johnny's Shawarma,Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Vegetarian;Végétarien;Chicken;Moyen-Oriental,"(43.7668012376, -79.2818710111)"
Jojo's Wings,Sandwichs et sous-marins;Burgers;Fast Food;Prêt-à-manger;Sandwiches & Subs;Hamburgers;International,"(43.7068948, -79.5051253)"
Jolly Bar and Restaurant,Vegetarian;Santé;Éthiopien;African;Lunch;Fait-maison;Wings;Poulet;Ailes;Africain;Végétarien;Chicken;Ethiopian;Dîner;Healthy;Homemade,"(43.6624666, -79.4240019)"
Jolly II Italian Restaurant,Italian;Burgers;Grec;Seafood;Gluten Friendly;Sensible au gluten;Pub Food;Bistro;Végétarien;Hamburgers;Biologique;Sandwichs et sous-marins;Vegetarian;Organic;Breakfast & Brunch;Européen;European;Pizza;Souper;Locally Sourced;Fait-maison;Poulet;Fruits de mer;Diner;Traiteur;Source locale;Chicken;Déjeuner et brunch;Sandwiches & Subs;Catering;Greek;Homemade;Italien,"(43.7119486046, -79.531125028)"
Jorge's Burritos,Sandwichs et sous-marins;American;Canadian;Vegetarian;Burgers;Smoothies;Fast Food;Desserts;Dessert;Souper;Poulet;Canadien;Diner;Végétarien;Chicken;Prêt-à-manger;Sandwiches & Subs;Hamburgers;Américain,"(43.7068948, -79.5051253)"
Josie's Italian Cuisine,Pizza;Sandwichs et sous-marins;Italian;Fait-maison;Café/Thé;Santé;Coffee/Tea;Sandwiches & Subs;Healthy;Homemade;Italien;International,"(43.8021979, -79.5008713)"
Jugo Juice,Sandwichs et sous-marins;Organic;Smoothies;Santé;Sandwiches & Subs;Biologique;Healthy,"(43.6454258, -79.5224418)"
Jugo Juice,Sandwichs et sous-marins;Organic;Smoothies;Santé;Sandwiches & Subs;Biologique;Healthy,"(43.6540644, -79.3806966)"
Jugo Juice,Sandwichs et sous-marins;Organic;Exclusive;Smoothies;Santé;Sandwiches & Subs;Exclusivité;Biologique;Healthy,"(43.8259246913, -79.5342021153)"
JuiceBox Smoothies,Fait-maison;Pitas;Canadian;Vegetarian;Organic;Smoothies;Canadien;Santé;Végétarien;Biologique;Healthy;Homemade,"(43.635618372, -79.6905322761)"
Juicy Dumpling,Fait-maison;Poulet;Chinese;Chicken;Chinois;Desserts;Asiatique;Dessert;Asian;Homemade,"(43.6526355, -79.3983795)"
Julisa Restaurant & Catering,Sandwichs et sous-marins;Poulet;Café/Thé;Boulangerie/Pâtisserie;Breakfast & Brunch;Bakery;Coffee/Tea;Chicken;Déjeuner et brunch;Sandwiches & Subs;Desserts;Dessert,"(43.6249005, -79.5581609)"
Junction Grill,Sandwichs et sous-marins;Gauffres;Waffles;Café/Thé;Canadian;Breakfast & Brunch;Santé;Fait-maison;Tacos;Canadien;Déjeuner et brunch;Coffee/Tea;Sandwiches & Subs;Healthy;Homemade,"(43.6651845, -79.4686334)"
